order_id,customer_id,order_date,total_amount,discount_amount,tax_amount,final_amount,payment_method,payment_status,order_status,delivery_address,delivery_city,delivery_zip,special_instructions
204,785,2026-03-16 12:31:44,2504.04,346.59,107.87,2265.32,Cash on Delivery,pending,cancelled,602 Main Street,Pune,785073,
205,893,2026-03-23 12:31:44,10559.9,1484.53,453.77,9529.14,Credit Card,failed,processing,467 Main Street,Delhi,747736,
206,874,2026-03-11 12:31:44,5920.12,461.55,272.93,5731.5,Net Banking,failed,confirmed,171 Main Street,Delhi,516332,
207,405,2026-04-19 12:31:44,5108.1,758.81,217.46,4566.75,Credit Card,completed,cancelled,885 Main Street,Lucknow,503951,Call on arrival
208,490,2026-01-30 12:31:44,3217.76,409.33,140.42,2948.85,Debit Card,failed,cancelled,987 Main Street,Pune,550246,
209,946,2026-03-29 12:31:44,5135.59,217.52,245.9,5163.97,Debit Card,failed,delivered,585 Main Street,Chennai,519218,Leave at door
210,100,2026-04-04 12:31:44,5860.62,184.4,283.81,5960.03,Debit Card,failed,cancelled,247 Main Street,Lucknow,621841,
211,371,2026-02-06 12:31:44,2075.48,211.53,93.2,1957.15,Debit Card,pending,pending,854 Main Street,Pune,357666,
212,998,2026-02-19 12:31:44,3279.38,477.02,140.12,2942.48,Cash on Delivery,pending,pending,182 Main Street,Hyderabad,560623,
213,247,2026-03-01 12:31:44,7797.21,96.65,385.03,8085.59,Cash on Delivery,failed,cancelled,293 Main Street,Hyderabad,827691,Call on arrival
214,231,2026-04-18 12:31:44,6955.33,192.9,338.12,7100.55,Credit Card,completed,delivered,887 Main Street,Kolkata,787584,Call on arrival
215,803,2026-02-12 12:31:44,8754.76,587.31,408.37,8575.82,UPI,pending,pending,771 Main Street,Jaipur,223224,
216,589,2026-03-25 12:31:44,552.3,41.93,25.52,535.89,UPI,failed,confirmed,485 Main Street,Chennai,984756,Leave at door
217,968,2026-01-26 12:31:44,1041.66,7.21,51.72,1086.17,Net Banking,completed,cancelled,340 Main Street,Ahmedabad,319162,Call on arrival
218,456,2026-04-03 12:31:44,6690.51,554.05,306.82,6443.28,Net Banking,completed,processing,779 Main Street,Jaipur,853905,
219,747,2026-01-31 12:31:44,5328.31,428.32,245.0,5144.99,Credit Card,failed,cancelled,39 Main Street,Ahmedabad,191772,
220,649,2026-01-21 12:31:44,2850.75,135.28,135.77,2851.24,Cash on Delivery,completed,pending,805 Main Street,Bangalore,900660,Call on arrival
221,254,2026-04-11 12:31:44,5532.34,645.68,244.33,5130.99,Debit Card,pending,processing,317 Main Street,Delhi,517500,
222,101,2026-03-03 12:31:44,3235.2,46.36,159.44,3348.28,UPI,failed,delivered,261 Main Street,Ahmedabad,581894,
223,565,2026-03-17 12:31:44,5819.43,622.58,259.84,5456.69,Debit Card,pending,out_for_delivery,104 Main Street,Pune,452909,Call on arrival
224,754,2026-03-17 12:31:44,194.49,20.64,8.69,182.54,Debit Card,failed,delivered,161 Main Street,Mumbai,659381,Leave at door
225,724,2026-02-21 12:31:44,3766.07,538.14,161.4,3389.33,Net Banking,failed,confirmed,397 Main Street,Mumbai,536801,
226,651,2026-04-09 12:31:44,3780.75,47.97,186.64,3919.42,UPI,failed,out_for_delivery,547 Main Street,Mumbai,309100,
227,986,2026-02-25 12:31:44,4607.4,518.1,204.47,4293.77,Debit Card,failed,cancelled,723 Main Street,Chennai,649249,Call on arrival
228,701,2026-02-02 12:31:44,814.48,117.85,34.83,731.46,Net Banking,pending,confirmed,47 Main Street,Kolkata,272129,
229,376,2026-04-03 12:31:44,4030.65,1.35,201.47,4230.77,Net Banking,completed,confirmed,141 Main Street,Mumbai,983472,
230,952,2026-01-28 12:31:44,6439.21,8.56,321.53,6752.18,Cash on Delivery,completed,confirmed,313 Main Street,Pune,649855,
231,542,2026-02-14 12:31:44,1608.45,54.55,77.7,1631.6,Cash on Delivery,completed,processing,601 Main Street,Delhi,371393,
232,439,2026-03-28 12:31:44,6950.86,439.0,325.59,6837.45,UPI,pending,confirmed,105 Main Street,Delhi,938338,
233,972,2026-02-18 12:31:44,3990.61,78.67,195.6,4107.54,Credit Card,pending,confirmed,55 Main Street,Lucknow,587546,
234,353,2026-02-15 12:31:44,920.78,7.19,45.68,959.27,UPI,completed,delivered,696 Main Street,Bangalore,547952,
235,445,2026-02-18 12:31:44,5771.22,243.38,276.39,5804.23,Credit Card,completed,cancelled,313 Main Street,Delhi,222629,
236,683,2026-02-25 12:31:44,2350.55,221.74,106.44,2235.25,Debit Card,pending,pending,943 Main Street,Bangalore,611833,
237,411,2026-04-16 12:31:44,1344.53,105.88,61.93,1300.58,Debit Card,pending,processing,312 Main Street,Delhi,107096,Leave at door
238,491,2026-04-13 12:31:44,6823.81,216.97,330.34,6937.18,Cash on Delivery,completed,delivered,661 Main Street,Hyderabad,188341,
239,442,2026-03-28 12:31:44,2627.32,303.64,116.18,2439.86,Debit Card,completed,processing,602 Main Street,Lucknow,219781,
240,761,2026-02-04 12:31:44,5889.84,817.66,253.61,5325.79,Credit Card,failed,delivered,473 Main Street,Mumbai,775990,
241,309,2026-02-19 12:31:44,1126.62,150.67,48.8,1024.75,Net Banking,completed,processing,988 Main Street,Bangalore,677086,Leave at door
242,645,2026-04-05 12:31:44,4877.3,581.17,214.81,4510.94,Debit Card,failed,out_for_delivery,206 Main Street,Bangalore,459315,Leave at door
243,702,2026-02-11 12:31:44,12712.69,1328.58,569.21,11953.32,Net Banking,completed,delivered,261 Main Street,Pune,740524,Call on arrival
244,266,2026-03-13 12:31:44,2898.07,103.56,139.73,2934.24,Credit Card,failed,confirmed,658 Main Street,Jaipur,416768,
245,950,2026-04-03 12:31:44,4836.96,705.39,206.58,4338.15,UPI,pending,cancelled,901 Main Street,Kolkata,956835,Call on arrival
246,271,2026-04-03 12:31:44,5271.69,519.78,237.6,4989.51,Net Banking,pending,cancelled,248 Main Street,Delhi,589131,Leave at door
247,969,2026-01-27 12:31:44,5237.34,494.77,237.13,4979.7,Cash on Delivery,pending,out_for_delivery,769 Main Street,Jaipur,371222,
248,748,2026-02-24 12:31:44,4675.31,454.13,211.06,4432.24,Credit Card,completed,confirmed,73 Main Street,Chennai,702891,
249,838,2026-03-01 12:31:44,6302.23,124.95,308.86,6486.14,Credit Card,completed,confirmed,10 Main Street,Jaipur,834861,Call on arrival
250,14,2026-04-19 12:31:44,995.74,30.22,48.28,1013.8,Cash on Delivery,failed,out_for_delivery,679 Main Street,Lucknow,128418,
251,315,2026-03-09 12:31:44,6194.77,823.71,268.55,5639.61,Cash on Delivery,pending,pending,657 Main Street,Chennai,669691,
252,25,2026-03-22 12:31:44,4142.02,222.0,196.0,4116.02,Net Banking,completed,pending,708 Main Street,Delhi,970917,
253,946,2026-04-10 12:31:44,296.14,7.91,14.41,302.64,Net Banking,completed,delivered,585 Main Street,Chennai,519218,
254,696,2026-02-25 12:31:44,1247.09,50.71,59.82,1256.2,Cash on Delivery,failed,processing,653 Main Street,Lucknow,419394,
255,831,2026-04-11 12:31:44,404.28,19.42,19.24,404.1,Cash on Delivery,completed,cancelled,953 Main Street,Hyderabad,523579,Leave at door
256,835,2026-04-12 12:31:44,2189.41,47.51,107.09,2248.99,UPI,pending,confirmed,985 Main Street,Hyderabad,913274,Leave at door
257,362,2026-03-11 12:31:44,8238.17,662.61,378.78,7954.34,Debit Card,completed,pending,491 Main Street,Jaipur,319036,Call on arrival
258,733,2026-02-26 12:31:44,6375.98,281.85,304.71,6398.84,Debit Card,failed,out_for_delivery,809 Main Street,Chennai,700495,
259,216,2026-03-23 12:31:44,514.6,9.05,25.28,530.83,Debit Card,completed,cancelled,434 Main Street,Lucknow,216587,
260,713,2026-02-25 12:31:44,1574.88,18.66,77.81,1634.03,Credit Card,pending,delivered,223 Main Street,Jaipur,310647,Leave at door
261,154,2026-03-28 12:31:44,5217.31,689.59,226.39,4754.11,Credit Card,failed,confirmed,692 Main Street,Lucknow,773918,Call on arrival
262,165,2026-04-19 12:31:44,6515.02,955.68,277.97,5837.31,Debit Card,failed,confirmed,210 Main Street,Mumbai,416061,Leave at door
263,634,2026-04-13 12:31:44,2061.98,147.66,95.72,2010.04,Cash on Delivery,completed,confirmed,510 Main Street,Mumbai,409963,
264,823,2026-03-04 12:31:44,3053.91,29.92,151.2,3175.19,Net Banking,pending,processing,969 Main Street,Lucknow,911187,
265,565,2026-03-26 12:31:44,1299.51,16.58,64.15,1347.08,Net Banking,failed,pending,104 Main Street,Pune,452909,Call on arrival
266,810,2026-02-18 12:31:44,1225.59,17.14,60.42,1268.87,UPI,pending,processing,592 Main Street,Mumbai,647923,
267,982,2026-03-01 12:31:44,6798.21,811.78,299.32,6285.75,Cash on Delivery,failed,pending,628 Main Street,Jaipur,755910,
268,166,2026-04-01 12:31:44,7040.83,472.59,328.41,6896.65,Debit Card,completed,processing,336 Main Street,Chennai,225812,
269,639,2026-02-24 12:31:44,988.52,35.45,47.65,1000.72,Net Banking,failed,pending,782 Main Street,Chennai,291961,
270,581,2026-01-30 12:31:44,4251.31,231.69,200.98,4220.6,Credit Card,pending,confirmed,750 Main Street,Pune,178645,Leave at door
271,265,2026-02-19 12:31:44,4778.78,287.4,224.57,4715.95,Net Banking,failed,confirmed,427 Main Street,Hyderabad,748133,Leave at door
272,376,2026-02-14 12:31:44,4764.62,407.47,217.86,4575.01,Credit Card,pending,out_for_delivery,141 Main Street,Mumbai,983472,Leave at door
273,686,2026-04-09 12:31:44,3009.35,90.04,145.97,3065.28,UPI,pending,processing,536 Main Street,Kolkata,821673,
274,619,2026-02-17 12:31:44,2868.85,408.18,123.03,2583.7,Debit Card,failed,confirmed,32 Main Street,Delhi,353690,
275,582,2026-04-16 12:31:44,8406.62,510.79,394.79,8290.62,UPI,failed,out_for_delivery,629 Main Street,Kolkata,606186,Leave at door
276,538,2026-03-24 12:31:44,3606.12,260.52,167.28,3512.88,Net Banking,failed,confirmed,694 Main Street,Jaipur,413357,Leave at door
277,364,2026-01-22 12:31:44,4727.43,186.36,227.05,4768.12,Credit Card,completed,confirmed,713 Main Street,Ahmedabad,733760,Leave at door
278,655,2026-02-05 12:31:44,954.04,60.13,44.7,938.61,Net Banking,pending,delivered,972 Main Street,Mumbai,404955,Leave at door
279,222,2026-03-07 12:31:44,1839.06,138.5,85.03,1785.59,Credit Card,failed,out_for_delivery,558 Main Street,Delhi,631971,Leave at door
280,424,2026-02-27 12:31:44,3576.61,296.55,164.0,3444.06,Debit Card,failed,out_for_delivery,663 Main Street,Kolkata,742439,Leave at door
281,292,2026-01-26 12:31:44,3557.96,400.24,157.89,3315.61,Net Banking,failed,pending,645 Main Street,Bangalore,856215,Leave at door
282,516,2026-02-05 12:31:44,584.49,74.67,25.49,535.31,Debit Card,pending,out_for_delivery,427 Main Street,Kolkata,855276,Call on arrival
283,391,2026-04-06 12:31:44,2567.05,301.19,113.29,2379.15,Net Banking,completed,processing,985 Main Street,Kolkata,317221,
284,315,2026-02-26 12:31:44,2555.4,314.33,112.05,2353.12,Net Banking,completed,processing,657 Main Street,Chennai,669691,
285,983,2026-02-06 12:31:44,7512.6,454.27,352.92,7411.25,UPI,failed,confirmed,157 Main Street,Hyderabad,547180,Leave at door
286,237,2026-04-08 12:31:44,2434.77,305.81,106.45,2235.41,Debit Card,completed,confirmed,707 Main Street,Pune,565471,
287,96,2026-04-17 12:31:44,4555.84,127.49,221.42,4649.77,Debit Card,completed,confirmed,171 Main Street,Delhi,827712,Call on arrival
288,861,2026-03-20 12:31:44,1779.31,32.74,87.33,1833.9,Debit Card,completed,processing,221 Main Street,Bangalore,953350,
289,96,2026-04-11 12:31:44,4945.85,599.84,217.3,4563.31,Debit Card,completed,pending,171 Main Street,Delhi,827712,
290,676,2026-02-07 12:31:44,6741.48,769.5,298.6,6270.58,Debit Card,completed,pending,663 Main Street,Bangalore,278795,
291,31,2026-03-10 12:31:44,1670.25,120.65,77.48,1627.08,Credit Card,completed,cancelled,794 Main Street,Lucknow,606983,Call on arrival
292,668,2026-03-14 12:31:44,5926.44,705.93,261.03,5481.54,Cash on Delivery,completed,out_for_delivery,367 Main Street,Jaipur,837606,Leave at door
293,611,2026-03-17 12:31:44,2674.96,356.89,115.9,2433.97,Net Banking,completed,delivered,702 Main Street,Ahmedabad,202988,Leave at door
294,301,2026-02-02 12:31:44,4210.03,77.24,206.64,4339.43,UPI,failed,pending,492 Main Street,Ahmedabad,465746,
295,219,2026-02-20 12:31:44,5802.15,276.57,276.28,5801.86,UPI,pending,confirmed,528 Main Street,Mumbai,702980,
296,822,2026-02-16 12:31:44,6790.0,655.57,306.72,6441.15,Net Banking,pending,out_for_delivery,629 Main Street,Pune,788049,
297,135,2026-02-28 12:31:44,605.5,3.55,30.1,632.05,Credit Card,pending,out_for_delivery,760 Main Street,Mumbai,541409,
298,850,2026-02-26 12:31:44,5002.19,35.32,248.34,5215.21,UPI,failed,out_for_delivery,124 Main Street,Bangalore,832162,Leave at door
299,870,2026-01-28 12:31:44,1003.69,33.73,48.5,1018.46,Credit Card,pending,pending,322 Main Street,Kolkata,432270,
300,883,2026-01-22 12:31:44,2527.24,359.05,108.41,2276.6,Credit Card,completed,processing,233 Main Street,Ahmedabad,943797,Call on arrival
301,811,2026-03-03 12:31:44,2444.97,325.6,105.97,2225.34,Cash on Delivery,failed,out_for_delivery,211 Main Street,Pune,821175,
302,535,2026-02-12 12:31:44,3162.09,107.11,152.75,3207.73,UPI,completed,cancelled,873 Main Street,Ahmedabad,225738,
303,362,2026-02-08 12:31:44,2123.63,4.18,105.97,2225.42,Debit Card,completed,out_for_delivery,491 Main Street,Jaipur,319036,
304,500,2026-04-07 12:31:44,6496.13,826.12,283.5,5953.51,Credit Card,pending,confirmed,434 Main Street,Jaipur,835901,
305,395,2026-02-22 12:31:44,6909.37,276.47,331.65,6964.55,Cash on Delivery,failed,delivered,448 Main Street,Mumbai,343420,Leave at door
306,361,2026-03-18 12:31:44,237.74,7.56,11.51,241.69,Cash on Delivery,failed,out_for_delivery,193 Main Street,Mumbai,943737,Call on arrival
307,342,2026-04-14 12:31:44,8439.76,769.01,383.54,8054.29,Net Banking,completed,pending,131 Main Street,Pune,863214,
308,662,2026-03-20 12:31:44,477.59,41.21,21.82,458.2,Debit Card,pending,delivered,707 Main Street,Mumbai,221414,
309,283,2026-03-23 12:31:44,5483.6,413.94,253.48,5323.14,Net Banking,completed,cancelled,572 Main Street,Kolkata,483366,
310,874,2026-01-22 12:31:44,1783.87,37.95,87.3,1833.22,Credit Card,failed,out_for_delivery,171 Main Street,Delhi,516332,Leave at door
311,343,2026-04-18 12:31:44,265.78,38.65,11.36,238.49,Net Banking,pending,out_for_delivery,475 Main Street,Mumbai,806215,
312,484,2026-04-06 12:31:44,2241.25,228.62,100.63,2113.26,UPI,pending,delivered,106 Main Street,Delhi,428572,Call on arrival
313,172,2026-04-02 12:31:44,1831.62,124.35,85.36,1792.63,UPI,failed,processing,852 Main Street,Lucknow,823108,Leave at door
314,260,2026-03-05 12:31:44,3437.59,184.18,162.67,3416.08,Credit Card,pending,delivered,651 Main Street,Chennai,677599,Leave at door
315,369,2026-03-25 12:31:44,453.79,65.72,19.4,407.47,Net Banking,completed,delivered,17 Main Street,Hyderabad,373441,
316,272,2026-01-24 12:31:44,6057.28,757.92,264.97,5564.33,Credit Card,completed,out_for_delivery,100 Main Street,Hyderabad,153063,Call on arrival
317,992,2026-03-07 12:31:44,3488.58,347.63,157.05,3298.0,UPI,completed,processing,621 Main Street,Lucknow,694587,
318,819,2026-03-14 12:31:44,428.64,13.97,20.73,435.4,Net Banking,pending,pending,399 Main Street,Mumbai,766764,Leave at door
319,314,2026-04-20 12:31:44,5438.32,116.36,266.1,5588.06,Debit Card,completed,delivered,582 Main Street,Mumbai,732063,
320,298,2026-03-23 12:31:44,873.93,32.61,42.07,883.39,Cash on Delivery,completed,out_for_delivery,351 Main Street,Ahmedabad,672808,
321,915,2026-03-18 12:31:44,3827.26,143.53,184.19,3867.92,Cash on Delivery,failed,confirmed,556 Main Street,Jaipur,830897,
322,313,2026-04-10 12:31:44,5006.12,521.24,224.24,4709.12,Net Banking,failed,cancelled,191 Main Street,Pune,885386,
323,480,2026-03-06 12:31:44,5195.25,399.16,239.8,5035.89,Debit Card,failed,delivered,672 Main Street,Hyderabad,195629,Call on arrival
324,899,2026-03-14 12:31:44,1574.56,29.74,77.24,1622.06,Credit Card,completed,delivered,557 Main Street,Pune,592984,Leave at door
325,860,2026-04-14 12:31:44,1376.31,68.85,65.37,1372.83,Credit Card,completed,delivered,576 Main Street,Chennai,695417,Leave at door
326,708,2026-03-09 12:31:44,2101.85,212.63,94.46,1983.68,Credit Card,failed,confirmed,107 Main Street,Bangalore,506224,Call on arrival
327,148,2026-02-08 12:31:44,5684.14,514.8,258.47,5427.81,Credit Card,failed,pending,570 Main Street,Kolkata,162894,
328,210,2026-04-07 12:31:44,5868.97,756.49,255.62,5368.1,Net Banking,pending,out_for_delivery,953 Main Street,Ahmedabad,127965,
329,652,2026-04-18 12:31:44,2041.55,61.35,99.01,2079.21,Cash on Delivery,completed,processing,19 Main Street,Jaipur,809621,
330,983,2026-02-04 12:31:44,3918.39,6.48,195.6,4107.51,UPI,pending,cancelled,157 Main Street,Hyderabad,547180,Call on arrival
331,456,2026-04-15 12:31:44,3277.86,443.77,141.7,2975.79,Net Banking,completed,delivered,779 Main Street,Jaipur,853905,
332,179,2026-01-27 12:31:44,1671.67,69.79,80.09,1681.97,UPI,completed,pending,460 Main Street,Lucknow,814220,Leave at door
333,386,2026-02-19 12:31:44,9736.9,338.41,469.92,9868.41,Credit Card,completed,cancelled,10 Main Street,Mumbai,836986,Leave at door
334,332,2026-03-22 12:31:44,2672.12,245.26,121.34,2548.2,Credit Card,pending,cancelled,120 Main Street,Jaipur,813341,
335,453,2026-03-04 12:31:44,7215.17,803.21,320.6,6732.56,Cash on Delivery,failed,confirmed,34 Main Street,Hyderabad,388204,
336,597,2026-04-17 12:31:44,505.22,27.25,23.9,501.87,Cash on Delivery,failed,delivered,81 Main Street,Ahmedabad,513982,
337,349,2026-03-28 12:31:44,5187.13,60.8,256.32,5382.65,Net Banking,completed,pending,516 Main Street,Mumbai,403314,
338,511,2026-03-22 12:31:44,1977.75,98.17,93.98,1973.56,Debit Card,completed,processing,512 Main Street,Kolkata,694423,Leave at door
339,721,2026-03-06 12:31:44,2594.78,223.94,118.54,2489.38,Net Banking,failed,delivered,772 Main Street,Chennai,667460,
340,409,2026-01-31 12:31:44,324.46,28.36,14.8,310.9,UPI,failed,pending,496 Main Street,Pune,920685,
341,347,2026-02-26 12:31:44,1945.97,68.78,93.86,1971.05,Credit Card,failed,delivered,689 Main Street,Ahmedabad,837449,
342,355,2026-04-11 12:31:44,5980.76,387.12,279.68,5873.32,UPI,pending,pending,153 Main Street,Pune,414455,
343,27,2026-03-26 12:31:44,8774.57,155.3,430.96,9050.23,Net Banking,completed,processing,546 Main Street,Mumbai,549186,
344,352,2026-02-24 12:31:44,547.94,7.56,27.02,567.4,Credit Card,pending,out_for_delivery,282 Main Street,Pune,163918,Call on arrival
345,582,2026-04-15 12:31:44,677.3,82.56,29.74,624.48,Credit Card,pending,confirmed,629 Main Street,Kolkata,606186,Leave at door
346,185,2026-03-15 12:31:44,297.78,26.91,13.54,284.41,Debit Card,completed,confirmed,461 Main Street,Jaipur,949153,Call on arrival
347,408,2026-02-18 12:31:44,1071.64,150.84,46.04,966.84,Debit Card,completed,cancelled,150 Main Street,Chennai,166340,
348,920,2026-03-23 12:31:44,6416.61,467.97,297.43,6246.07,Credit Card,pending,confirmed,245 Main Street,Kolkata,436272,Call on arrival
349,237,2026-03-12 12:31:44,7393.24,333.15,353.0,7413.09,Credit Card,pending,processing,707 Main Street,Pune,565471,Call on arrival
350,394,2026-02-16 12:31:44,196.36,13.08,9.16,192.44,Debit Card,pending,out_for_delivery,742 Main Street,Bangalore,182237,
351,676,2026-02-24 12:31:44,4985.23,585.23,220.0,4620.0,Credit Card,pending,delivered,663 Main Street,Bangalore,278795,Leave at door
352,976,2026-01-24 12:31:44,7260.63,1045.86,310.74,6525.51,Cash on Delivery,failed,confirmed,191 Main Street,Jaipur,308535,
353,930,2026-04-19 12:31:44,2704.98,15.66,134.47,2823.79,UPI,completed,processing,542 Main Street,Lucknow,142627,
354,802,2026-01-27 12:31:44,9651.97,84.82,478.36,10045.51,Credit Card,completed,delivered,924 Main Street,Bangalore,744610,Call on arrival
355,322,2026-04-12 12:31:44,4845.45,475.78,218.48,4588.15,Debit Card,failed,delivered,597 Main Street,Kolkata,857997,Leave at door
356,594,2026-03-11 12:31:44,195.12,1.78,9.67,203.01,UPI,completed,pending,353 Main Street,Delhi,947438,
357,554,2026-04-15 12:31:44,9167.02,33.96,456.65,9589.71,Net Banking,completed,processing,367 Main Street,Ahmedabad,904092,Leave at door
358,919,2026-01-27 12:31:44,2497.3,228.14,113.46,2382.62,UPI,failed,cancelled,752 Main Street,Jaipur,294546,Call on arrival
359,803,2026-02-05 12:31:44,4338.11,649.29,184.44,3873.26,Net Banking,failed,out_for_delivery,771 Main Street,Jaipur,223224,Call on arrival
360,751,2026-04-05 12:31:44,8729.34,412.22,415.86,8732.98,Credit Card,failed,confirmed,775 Main Street,Lucknow,882186,Leave at door
